,acousticness,danceability,duration_ms,energy,if_liked,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
49th Parallel,0.131,0.406,527133,0.6,0,0.0676,2,0.209,-7.956,1,0.045,116.751,4,0.262
Hipsippy Blues,0.713,0.573,400447,0.247,0,5.64e-05,5,0.103,-19.282,0,0.0627,138.234,4,0.604
Mistress (feat. Hannah Williams),0.0038,0.765,453573,0.728,1,0.0772,2,0.222,-6.737,0,0.044,120.012,4,0.687
Down,0.468,0.71,191000,0.745,1,0.232,5,0.286,-6.191,0,0.0631,122.057,4,0.136
Wisdom,0.00614,0.768,407560,0.664,0,0.932,11,0.183,-10.831,0,0.0935,124.99,4,0.318
Total Błękit,0.0237,0.609,196720,0.878,1,0.0,8,0.267,-3.917,1,0.0541,110.024,4,0.659
Little Lies - 2017 Remaster,0.216,0.64,221053,0.649,0,8.3e-05,2,0.0551,-10.345,1,0.0264,124.825,4,0.865
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",0.995,0.288,362573,0.00228,0,0.898,1,0.172,-42.807,0,0.0405,70.372,3,0.156
I Love My Friends,0.0359,0.756,185625,0.866,0,1.89e-05,9,0.182,-3.045,1,0.067,128.007,4,0.505
Icare,0.00569,0.88,222132,0.805,1,0.267,10,0.39,-5.21,0,0.0377,114.044,4,0.93
New York Eyes,0.148,0.669,283053,0.716,0,0.0013,2,0.0507,-7.292,0,0.0523,79.475,4,0.961
Breakdown,0.0725,0.869,229085,0.482,1,3.23e-06,9,0.109,-12.193,0,0.116,114.954,4,0.372
Clarity - Zedd Union Mix,0.646,0.552,207960,0.441,1,0.0,8,0.341,-8.137,1,0.0286,127.891,4,0.341
Nap Nap,0.179,0.484,297147,0.459,1,0.166,8,0.294,-12.56,1,0.05,119.984,4,0.0771
"Entele, Pentele (feat. Piernikowski)",0.00863,0.518,181325,0.563,1,0.00907,4,0.423,-11.715,0,0.0591,111.87,4,0.363
Mayhem,0.00016,0.605,157031,0.964,0,0.611,8,0.858,-4.713,1,0.033,127.93,4,0.078
Our Mutual Friend,0.189,0.777,480000,0.414,1,0.888,4,0.0937,-14.463,0,0.0705,100.999,4,0.52
The Best Days (feat. Kids Without Instruments),0.0844,0.656,267581,0.759,0,0.00124,7,0.14,-6.449,0,0.0322,123.989,4,0.386
Bluszcz,0.000572,0.631,226527,0.682,1,0.151,11,0.0635,-10.526,0,0.0422,125.014,4,0.269
Ta dziewczyna,0.0365,0.793,213541,0.935,0,0.0,7,0.105,-4.365,1,0.159,144.978,4,0.961
La Luna,0.0038,0.646,193213,0.955,1,0.131,6,0.0546,-2.546,0,0.0608,127.962,4,0.166
Sprytny Eskimos,0.00731,0.67,254053,0.679,1,4.44e-06,4,0.134,-6.883,0,0.142,80.06,4,0.421
Mississippi w ogniu,0.0176,0.489,286267,0.673,1,0.203,11,0.0948,-9.834,0,0.0335,136.028,4,0.264
Night Blooming Jasmine - Rodriguez Jr. Remix Edit,0.000195,0.702,316000,0.695,1,0.716,5,0.141,-5.809,0,0.0311,120.007,4,0.474
Save the Children - Detroit Mix,0.000817,0.678,381074,0.696,0,0.371,8,0.0799,-7.788,1,0.097,130.964,4,0.0875
Torn Apart - Klahr Remix,0.00152,0.417,277124,0.809,1,0.000999,10,0.099,-6.298,0,0.0455,103.845,4,0.185
"Beethoven: Romance No. 1 in G Major, Op. 40",0.942,0.275,365373,0.0206,0,0.0216,7,0.177,-26.87,1,0.048,139.936,4,0.127
Tighten Up,0.00142,0.459,211040,0.708,1,4.44e-06,6,0.485,-6.167,0,0.0681,108.952,4,0.583
Oblivion,0.758,0.441,196347,0.324,1,1.69e-06,5,0.448,-8.788,1,0.03,78.547,4,0.215
Solitary Daze,0.0127,0.69,463406,0.739,1,0.905,3,0.0744,-11.513,0,0.059,125.007,4,0.384
White GTi,0.0185,0.731,165070,0.721,1,0.884,7,0.0838,-9.739,0,0.051,130.031,4,0.524
Make It Easy,3.71e-05,0.505,204733,0.908,0,0.0092,5,0.207,-4.717,0,0.0561,123.928,4,0.494
Cairo,0.0692,0.595,260533,0.842,1,0.598,4,0.14,-6.216,0,0.0354,100.007,4,0.186
Danza del Viento - El Búho Remix,0.246,0.371,290800,0.674,1,5.56e-05,9,0.101,-8.458,0,0.0639,88.306,4,0.587
Bakara,0.106,0.825,421760,0.524,1,0.00475,8,0.0765,-8.706,0,0.0522,115.003,4,0.537
Selecao,0.0145,0.649,209016,0.996,1,0.795,10,0.378,-3.413,0,0.0399,122.012,4,0.345
Lonely Nights,0.0665,0.575,289200,0.601,0,3.56e-05,9,0.229,-7.52,0,0.0313,120.016,4,0.198
Autumn Leaves,0.779,0.496,423573,0.634,0,0.402,5,0.0746,-10.328,0,0.0364,93.357,4,0.606
Mihrap - Laroz Camel Rider Remix,0.18,0.742,441356,0.733,1,0.858,9,0.116,-11.402,0,0.0413,117.996,4,0.639
DOLLAZ ON MY HEAD (feat. Young Thug),0.114,0.825,197760,0.458,0,0.0,0,0.102,-7.47,1,0.0577,145.115,4,0.161
Lune de fiel (feat. Marlo),0.00202,0.736,294587,0.748,1,0.000536,1,0.0711,-7.0,1,0.0509,124.057,4,0.342
Żółte flamastry i grube katechetki,0.678,0.834,256040,0.492,0,0.0685,8,0.109,-10.669,1,0.217,130.054,4,0.258
"Concerto for 2 Mandolins in G Major, RV 532: III. Allegro",0.778,0.446,181067,0.333,0,0.886,2,0.117,-20.505,1,0.0347,93.447,1,0.755
Nie raj,0.425,0.756,305151,0.651,1,0.087,9,0.0938,-10.877,1,0.0392,143.981,4,0.509
Wszystko czego dziś chcę (z serialu Rojst na Showmax),0.000356,0.629,359404,0.84,1,0.057,10,0.666,-7.991,0,0.0267,93.99,4,0.367
Mariachi - Original Mix,0.0326,0.784,251377,0.938,1,0.716,10,0.0253,-6.063,0,0.123,126.038,4,0.442
Nostalgia,0.0495,0.905,232500,0.762,1,0.647,7,0.0525,-7.754,0,0.0412,120.029,4,0.502
Weightless,0.093,0.75,276469,0.457,0,0.118,8,0.054,-10.245,0,0.0665,76.005,4,0.613
I Still Love You,8.34e-05,0.427,366107,0.602,0,0.00231,4,0.613,-7.406,0,0.0324,144.928,3,0.061
Motyl,0.00953,0.586,262959,0.606,0,0.00765,8,0.35,-7.168,0,0.0603,89.997,4,0.266
Just the Way,0.107,0.426,193880,0.829,0,0.0,9,0.317,-2.84,1,0.0569,180.241,4,0.814
Hallelujah,0.92,0.26,414587,0.133,1,0.000716,0,0.154,-11.156,1,0.0351,69.166,4,0.0828
Rendezvous,0.122,0.679,260500,0.643,1,0.151,11,0.108,-9.738,0,0.0304,126.047,4,0.256
Abracadabra,0.636,0.348,246937,0.511,0,8.01e-05,10,0.314,-8.044,0,0.0548,89.256,5,0.184
VI - Original Mix,0.00328,0.797,319200,0.967,1,0.715,9,0.307,-11.07,1,0.0483,125.0,4,0.423
Conversations in the Dark - John Legend vs. David Guetta,0.245,0.572,210236,0.742,0,0.0,8,0.108,-4.589,0,0.0347,127.19,4,0.376
Ponderosa Sun Club,0.000202,0.249,236869,0.979,0,0.0174,4,0.343,-4.063,1,0.0975,159.907,4,0.247
Tainted Love,0.462,0.5,153800,0.501,0,0.0,0,0.26,-8.284,0,0.0376,144.438,4,0.623
Chakaruna,0.0617,0.422,202105,0.203,1,0.0,1,0.136,-14.643,0,0.0482,136.215,4,0.17
Raise Your Fist,0.00856,0.465,442133,0.865,0,0.147,11,0.445,-8.297,0,0.136,159.413,4,0.0843
Bora Bora - Radio Edit,0.00203,0.845,226772,0.901,1,0.798,1,0.525,-6.216,1,0.156,126.965,4,0.927
Nada,0.672,0.383,298809,0.617,1,0.0286,1,0.112,-8.431,0,0.0464,78.207,4,0.641
Facing My Fear,0.00024,0.411,201827,0.813,1,0.0,6,0.275,-3.419,0,0.0598,168.034,4,0.643
The Things We Did Last Summer,0.912,0.308,439120,0.114,0,0.919,5,0.169,-20.291,1,0.0399,79.261,4,0.163
"Idzie na burzę, idzie na deszcz",0.0276,0.644,295840,0.725,1,1.82e-05,9,0.312,-5.173,0,0.0242,139.005,4,0.784
Hero,0.411,0.718,183120,0.93,1,2.9e-06,5,0.296,-2.491,0,0.133,125.009,4,0.601
Angelus,0.00704,0.445,313040,0.737,0,0.0,11,0.353,-6.278,0,0.0306,159.941,4,0.245
Left Hand Free,0.169,0.547,191358,0.899,1,0.00094,5,0.959,-4.92,0,0.0496,101.989,4,0.661
Love Me Forever,0.46,0.233,327448,0.706,0,0.0147,1,0.159,-7.445,0,0.0512,125.428,3,0.256
Dangerous Love,0.153,0.583,194587,0.776,0,1.08e-06,8,0.136,-5.102,0,0.121,193.936,4,0.643
Dancin (feat. Luvli) - Krono Remix,0.101,0.72,198053,0.741,1,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,0.357
Czerwona Sukienka - remastered 2018,0.183,0.823,336114,0.595,1,0.0,5,0.322,-4.232,0,0.314,89.019,4,0.426
Message,0.163,0.546,169011,0.678,1,4.51e-05,5,0.121,-3.814,0,0.0344,128.055,4,0.136
Arka - con Esteban Valdivia,0.674,0.763,249559,0.606,1,0.00973,0,0.238,-9.754,0,0.117,102.026,4,0.698
Urke,0.00586,0.495,204000,0.856,1,0.0,1,0.285,-4.332,0,0.032,128.045,4,0.388
Kids In America,0.0953,0.557,205533,0.782,0,6.75e-06,4,0.118,-3.899,1,0.0475,159.621,4,0.305
Miss Żużla,0.00158,0.54,246859,0.708,1,0.798,11,0.2,-10.395,0,0.0289,105.012,4,0.38
Why Hide (feat. Diana Gordon),0.112,0.516,259228,0.75,0,0.00122,4,0.106,-4.636,0,0.0604,179.343,4,0.479
I Wish I Had,0.642,0.503,285333,0.401,0,0.00245,4,0.0961,-7.577,1,0.03,144.996,4,0.383
Switch It Up (feat. Koffee),0.0596,0.781,234920,0.831,0,0.0,10,0.187,-6.061,0,0.111,139.98,4,0.661
Don't Be a Fool,0.112,0.604,227933,0.878,0,0.0282,6,0.146,-5.294,1,0.0396,118.001,4,0.705
Dual,0.0445,0.681,228470,0.543,0,0.578,3,0.139,-9.229,0,0.0286,110.014,4,0.138
No Mercy,0.0281,0.551,184762,0.901,1,0.45,1,0.138,-4.172,1,0.0686,125.986,4,0.27
Honey Forgive Me,0.000943,0.596,142063,0.932,0,0.0178,5,0.229,-4.331,0,0.034,93.057,4,0.839
Lay All Your Love On Me,0.0989,0.679,274467,0.708,0,0.00384,2,0.425,-7.854,0,0.0258,133.501,4,0.763
Can't Do That,0.00241,0.757,296307,0.966,1,0.265,8,0.379,-6.199,0,0.109,125.975,4,0.726
Suavemente,0.238,0.809,266307,0.883,1,0.00234,8,0.0625,-2.965,1,0.0689,124.096,4,0.918
Dopamine,0.138,0.465,320827,0.468,1,0.00107,0,0.199,-10.574,1,0.0374,111.004,4,0.0388
Bloki,0.155,0.823,190806,0.909,1,7.06e-05,7,0.0887,-6.824,1,0.236,135.001,4,0.749
Like That,0.0035,0.574,215625,0.996,1,0.801,7,0.342,-2.134,0,0.0756,127.938,4,0.308
Hacia La Noche - Cut Snake Remix,0.000666,0.793,341640,0.87,1,0.778,0,0.538,-6.445,0,0.077,124.003,4,0.666
Let It Be Me,0.0797,0.661,224061,0.758,0,0.0,7,0.106,-5.299,1,0.0864,114.098,4,0.387
Weapon (feat. BOI),0.103,0.701,220476,0.79,0,0.000524,1,0.0559,-5.739,1,0.054,124.998,4,0.729
Dead Soon,0.415,0.427,188667,0.632,1,0.0,5,0.111,-3.214,0,0.0506,136.762,4,0.365
Can You See What I See,0.0307,0.802,400000,0.702,1,0.891,10,0.0936,-8.503,0,0.0804,108.006,4,0.186
Underneath,0.000305,0.352,262462,0.98,0,0.00482,6,0.103,-3.451,1,0.236,200.054,4,0.149
The Vibe (feat. Scrufizzer) - Sonny Fodera Remix,0.000412,0.786,383948,0.498,1,0.341,2,0.0499,-7.363,1,0.0441,121.993,4,0.512
Chaos,0.0156,0.705,170613,0.661,1,0.00282,1,0.133,-8.096,0,0.0484,128.02,4,0.269
SumieNIE,0.468,0.823,287339,0.518,1,6.4e-06,6,0.0718,-6.167,0,0.238,109.076,4,0.761
Apache,0.017,0.685,308236,0.902,1,0.246,7,0.114,-4.782,1,0.079,128.022,4,0.524
Mad Love,0.069,0.665,213065,0.849,1,0.602,1,0.0786,-5.005,0,0.0447,121.998,4,0.674
Preset Heaven,4.19e-05,0.802,495360,0.931,1,0.864,2,0.106,-5.807,1,0.0624,124.995,4,0.0398
Save a Prayer - 2009 Remaster,0.35,0.572,333307,0.706,0,0.0,9,0.159,-8.707,0,0.0283,113.595,4,0.671
Crossfire (feat. Garrett Raff),0.00943,0.576,256000,0.903,0,0.000298,7,0.107,-0.458,0,0.0892,75.031,4,0.0766
Hanoï café,0.263,0.568,194083,0.754,1,0.0104,2,0.219,-7.402,0,0.0406,172.005,4,0.5
Kill My Time,0.0131,0.494,235367,0.945,0,2.45e-05,0,0.135,-3.608,1,0.299,178.986,4,0.398
Miura,0.00941,0.818,404575,0.614,1,0.869,2,0.117,-8.265,1,0.0416,123.013,4,0.665
Łan for me,0.0123,0.763,260452,0.73,1,0.0163,5,0.307,-5.863,0,0.042,113.549,4,0.681
Run,0.0028,0.724,190889,0.95,1,0.0408,7,0.174,-5.666,1,0.0727,124.014,4,0.725
I Wanna Love U,0.00701,0.555,176250,0.961,1,0.156,11,0.0703,-3.931,0,0.11,128.2,4,0.737
Life,0.734,0.554,201977,0.614,0,0.952,7,0.183,-9.474,0,0.0301,126.037,4,0.274
Riot,0.0158,0.599,302423,0.906,0,2.47e-05,11,0.108,-5.133,0,0.0641,120.024,4,0.712
Front 2 Back,0.00279,0.73,218880,0.962,1,0.00433,7,0.0831,-4.41,1,0.166,125.035,4,0.269
El Chango,0.0103,0.685,351765,0.885,1,0.228,1,0.0898,-7.083,0,0.0445,124.989,4,0.594
Te Nande,0.752,0.559,299197,0.409,1,0.000245,4,0.259,-8.295,0,0.0269,89.867,4,0.428
Mirrors - Remastered 2004,0.962,0.406,368107,0.208,0,0.929,1,0.181,-13.767,0,0.0413,102.778,4,0.291
Nightmare,0.0322,0.668,317996,0.784,1,0.532,9,0.0924,-7.09,0,0.0375,120.001,4,0.219
"A Coroa De Ouro - Joe Manina, Antonio Manero Spaziani Radio Edit",0.000755,0.701,178320,0.896,1,0.782,9,0.284,-6.576,0,0.0464,125.067,4,0.629
Odprowadź,0.26,0.693,230229,0.566,1,0.0959,7,0.143,-7.929,1,0.0268,122.003,4,0.665
Drownin',0.00296,0.657,211200,0.921,1,0.00197,11,0.0961,-4.449,0,0.0374,124.987,4,0.228
One For Majid - Live,0.662,0.546,407587,0.322,0,0.0299,0,0.76,-19.111,1,0.037,96.07,4,0.488
El Rio,0.00166,0.645,243024,0.952,1,0.0362,0,0.329,-4.504,1,0.0512,123.992,4,0.657
La Esperanza - Patrice Bäumel Remix,0.0119,0.651,409866,0.779,1,0.915,2,0.112,-10.97,1,0.0377,123.0,4,0.315
Odyseusz,0.383,0.561,412989,0.596,1,0.14,1,0.161,-6.918,1,0.0504,140.01,4,0.276
House Music - Main Mix,0.000679,0.654,201905,0.945,1,0.418,11,0.061,-4.121,0,0.0489,126.012,4,0.57
Super Trouper,0.436,0.767,254613,0.632,0,7.49e-06,0,0.2,-8.288,1,0.028,118.35,4,0.953
Raj,0.0245,0.597,218600,0.768,1,0.00854,1,0.232,-6.791,1,0.0384,127.107,4,0.195
Blast From The Past,0.00196,0.682,204114,0.936,1,0.263,7,0.119,-4.006,1,0.101,126.962,4,0.487
Slippin' Away,0.000473,0.352,311293,0.594,0,0.238,7,0.242,-7.59,0,0.0317,121.2,4,0.0668
Bilet,0.268,0.81,203259,0.52,1,2.71e-06,2,0.0895,-8.847,1,0.0539,106.003,4,0.424
Perla,0.451,0.839,274646,0.71,1,0.885,10,0.114,-7.871,0,0.116,97.022,4,0.176
Potrzebujemy snu (feat. Justyna Święs),0.439,0.717,246047,0.632,1,0.000187,4,0.104,-9.178,0,0.289,119.975,4,0.363
Rosa,0.000212,0.695,257817,0.816,1,0.00947,1,0.108,-5.499,1,0.0435,127.996,4,0.375
Lil Boi (Big Talk) [Remix] [feat. Jack Harlow],0.0545,0.797,202561,0.526,0,1.56e-05,5,0.0824,-9.025,0,0.072,126.897,4,0.438
It`s Only Emotion,0.698,0.669,277000,0.337,1,0.468,7,0.143,-12.323,0,0.177,108.968,4,0.27
Holdin On - Hermitude Remix,0.0162,0.598,226836,0.737,1,7.96e-05,10,0.169,-6.044,0,0.151,95.008,4,0.369
Call Of The Wild,0.0199,0.842,198377,0.392,1,0.0726,1,0.574,-6.069,1,0.326,67.615,4,0.3
RIAN,0.0576,0.769,484780,0.737,1,0.844,9,0.123,-8.844,0,0.0361,114.985,4,0.248
Chamber Of Reflection,0.263,0.537,231724,0.558,1,0.91,11,0.102,-8.678,1,0.0929,131.037,4,0.505
Catch Me If You Can,0.107,0.626,189729,0.882,1,8.99e-05,1,0.365,-4.153,1,0.0546,124.897,4,0.855
You're so High,0.0284,0.763,325497,0.602,1,0.151,0,0.137,-9.696,1,0.0463,120.014,4,0.132
To Nic Nie Znaczy,0.271,0.605,199682,0.589,1,0.0,11,0.093,-7.806,0,0.762,177.181,4,0.441
Wish You Back (feat. Kwesi),0.697,0.325,183706,0.398,1,0.0,0,0.106,-9.319,1,0.0728,186.006,4,0.201
@ (trailer),0.29,0.822,255202,0.727,1,0.0,3,0.272,-6.899,0,0.184,127.941,4,0.822
Almost (Sweet Music),0.0217,0.384,217480,0.689,0,2.24e-06,7,0.204,-5.598,1,0.197,179.823,4,0.702
Love's Not Enough,0.00115,0.379,228947,0.692,0,1.32e-05,7,0.105,-4.344,1,0.0614,142.939,4,0.264
Chunky,0.0111,0.803,158115,0.858,1,0.096,10,0.0766,-4.019,1,0.0538,121.989,4,0.862
How Many Knives,0.0191,0.75,238909,0.741,1,0.522,7,0.1,-7.426,1,0.0275,110.019,4,0.109
That’s What She Said,0.045,0.775,175467,0.731,0,0.0,0,0.109,-4.532,0,0.0473,124.987,4,0.836
Say Say Say - Remastered 2015,0.115,0.822,235693,0.686,0,0.000982,10,0.0463,-10.456,0,0.0472,117.743,4,0.828
SZUBIENICAPESTYCYDYBROŃ,0.396,0.701,231027,0.687,1,0.0,7,0.0916,-6.63,0,0.184,147.995,4,0.703
Losing It,0.00182,0.76,248036,0.964,1,0.7,2,0.0974,-5.844,1,0.0576,125.0,4,0.641
These Foolish Things (Remastered),0.986,0.593,190933,0.103,0,0.6,10,0.12,-14.961,1,0.081,66.283,4,0.443
Cumbia,0.0381,0.771,304767,0.954,1,0.54,4,0.0679,-4.629,0,0.0827,126.008,4,0.381
Siente El Calor,0.00254,0.587,180923,0.985,1,0.046,11,0.321,-6.506,0,0.0629,124.955,4,0.908
Lost (Runaway) - Radio Edit,0.00981,0.727,156779,0.526,1,3.96e-05,4,0.164,-10.077,0,0.038,124.004,4,0.153
Superhero - Junior Eurovision 2019 / Poland,0.0317,0.785,174053,0.709,0,1.41e-05,8,0.29,-4.568,0,0.0424,109.968,4,0.549
Winds - Original Mix,0.0453,0.579,301490,0.797,1,6.77e-05,8,0.355,-3.857,0,0.0637,127.978,4,0.205
Wash,0.00104,0.176,210040,0.962,0,1.01e-06,11,0.156,-3.456,0,0.119,160.223,4,0.199
Influenza,0.633,0.759,268907,0.678,1,1.22e-06,6,0.0934,-8.021,0,0.216,100.036,4,0.373
The Chant,0.0277,0.624,190500,0.905,1,0.539,2,0.226,-6.61,0,0.0442,125.006,4,0.166
Millenium sport,0.28,0.801,155821,0.715,1,0.0,2,0.0713,-9.812,1,0.301,131.893,4,0.613
Too Late For Love,0.0034,0.541,266729,0.819,0,0.000567,4,0.123,-7.322,0,0.043,94.696,4,0.347
aktualizacje,0.0065,0.63,259853,0.742,0,0.00013,0,0.109,-7.483,0,0.025,136.008,4,0.505
Runic,0.109,0.658,360000,0.929,1,0.755,7,0.0804,-3.245,1,0.0701,128.021,4,0.259
Magic,0.305,0.872,396500,0.476,0,0.0113,9,0.12,-8.325,0,0.208,140.452,4,0.735
1996,0.0053,0.603,218173,0.7,1,0.00291,2,0.427,-8.426,1,0.0305,120.995,4,0.6
Give Love to Get Some (feat. Leven Kali),0.0689,0.781,222241,0.781,0,0.00617,5,0.107,-7.514,0,0.171,121.01,4,0.689
Plastic Hamburgers,0.0255,0.634,217451,0.779,0,0.00103,9,0.342,-6.607,1,0.0361,82.003,4,0.562
Gdyby miało nie być jutra,0.438,0.639,244147,0.912,1,8.59e-06,8,0.0917,-4.733,0,0.208,99.113,4,0.666
Hold Me To The Light - Tale Of Us Remix,0.00363,0.643,398095,0.822,1,0.749,7,0.13,-9.29,1,0.0497,125.969,4,0.0854
Eden,0.985,0.433,295293,0.172,1,0.919,9,0.0738,-26.416,0,0.0369,138.109,4,0.0392
Droga - Flirtini Remix,0.0202,0.757,187002,0.685,1,0.00041,8,0.0973,-6.965,1,0.251,98.946,4,0.375
On Top,0.00957,0.528,231106,0.757,1,5.53e-05,6,0.145,-5.423,1,0.212,93.007,4,0.304
Black Madonna,0.00122,0.705,226533,0.728,0,0.0693,4,0.0753,-3.184,0,0.035,109.991,4,0.966
Raver Dome,0.00311,0.692,219492,0.932,0,0.209,5,0.0979,-2.305,0,0.0423,128.037,4,0.188
Aionios,0.537,0.683,232792,0.576,1,4.49e-05,5,0.243,-7.798,0,0.06,97.952,4,0.386
House in the Foggy Valley - Edition 2014,0.000579,0.398,221002,0.737,1,0.872,0,0.104,-9.118,1,0.0329,164.896,4,0.432
Otra Vez,0.00995,0.73,188937,0.951,1,0.631,2,0.138,-4.777,1,0.049,125.003,4,0.713
Good Life,0.00491,0.637,188591,0.835,1,0.0,7,0.093,-4.574,1,0.0698,125.979,4,0.458
LIES,0.00625,0.697,167419,0.935,0,0.006,11,0.236,-5.809,0,0.175,124.023,4,0.728
Live Love Forever (feat. Rudy),0.0468,0.465,303095,0.545,0,0.0518,11,0.14,-8.937,0,0.029,126.076,3,0.19
Without You (feat. Sandro Cavazza),0.00179,0.652,181673,0.855,1,0.0,2,0.0404,-4.832,1,0.0441,134.009,4,0.279
Better Off This Way,0.00381,0.491,202062,0.754,0,0.0,7,0.112,-6.998,0,0.0395,123.096,4,0.169
Ignite (Light It Up),0.00335,0.604,196104,0.818,0,0.00103,6,0.0411,-6.083,1,0.0379,102.993,4,0.697
Mantra to the Sun II,0.126,0.51,286041,0.564,1,0.875,11,0.132,-8.142,0,0.0323,120.019,4,0.235
Your Touch,0.0556,0.748,168411,0.81,0,0.0,1,0.102,-5.836,1,0.0633,116.921,4,0.716
Annihilation,2.19e-05,0.464,190549,0.96,0,0.0106,7,0.343,-4.889,1,0.0584,91.026,4,0.405
Nie Mam Czasu,0.546,0.822,202613,0.628,0,0.0,6,0.112,-6.817,1,0.216,140.052,4,0.857
Frank,0.0298,0.649,196707,0.735,1,0.00092,1,0.127,-6.915,1,0.033,120.996,4,0.723
Someone Else - Malaa Remix,0.123,0.687,205440,0.736,0,0.0808,5,0.354,-7.144,1,0.0427,124.969,4,0.214
SWITCHER,0.345,0.715,314531,0.785,0,0.916,10,0.182,-12.649,0,0.0535,130.001,1,0.177
wAnt me back,0.167,0.54,193040,0.695,0,6.24e-05,4,0.11,-4.16,1,0.0656,156.133,4,0.667
Steam Train,0.116,0.711,217920,0.971,1,0.902,7,0.0887,-4.437,1,0.126,125.033,4,0.233
Hacia La Noche,0.0749,0.779,206829,0.909,1,0.00133,3,0.109,-3.801,0,0.166,123.041,4,0.631
De Puta Madre,9.53e-05,0.654,209032,0.948,1,0.678,9,0.081,-4.683,1,0.119,123.934,4,0.37
gucci slides (feat. Smino),0.6,0.707,203318,0.425,0,2.95e-05,1,0.107,-9.512,1,0.0787,89.999,4,0.501
Kazoo,0.00387,0.791,182230,0.861,1,0.535,4,0.319,-4.735,0,0.139,124.97,4,0.514
Ilaló - Baiuca Remix,0.024,0.663,291181,0.737,1,0.52,11,0.349,-8.473,0,0.0377,94.972,4,0.185
Polepiony - remastered 2018,0.45,0.823,250167,0.651,1,0.0,10,0.098,-8.014,0,0.342,88.863,4,0.836
All I Need,0.0303,0.608,254146,0.875,1,0.327,11,0.156,-8.835,0,0.0381,122.989,4,0.356
Brothers In Arms,0.531,0.413,424000,0.296,0,0.801,8,0.183,-13.904,0,0.0277,79.273,4,0.144
A Baru In New York - Flume Soundtrack Version,0.476,0.213,337500,0.722,1,0.815,4,0.344,-7.4,0,0.079,117.875,4,0.0889
Dear Boy,0.000276,0.686,479333,0.581,1,0.1,9,0.3,-5.911,1,0.112,124.995,4,0.253
Do It Again,0.119,0.701,176129,0.95,0,0.00355,9,0.221,-3.026,1,0.0675,124.002,4,0.477
Hope There's Someone - Avicii By Avicii,0.0118,0.432,488360,0.782,1,0.053,6,0.0894,-7.396,0,0.0536,125.148,4,0.0783
Kocham być z tobą,0.326,0.64,252123,0.687,1,0.00457,9,0.141,-6.98,0,0.0368,120.04,4,0.198
Marnuję czas (feat. Sonbird & Odet),0.0542,0.711,185253,0.656,1,0.000331,1,0.296,-7.686,0,0.0252,104.993,4,0.962
Tricks,0.339,0.649,155905,0.833,0,8.96e-06,11,0.586,-3.399,0,0.0585,127.001,4,0.325
Falling Again,0.26,0.517,307267,0.721,0,0.000389,9,0.11,-8.866,0,0.0366,80.052,4,0.269
Better Places (feat. Nvdes),0.000448,0.606,217426,0.915,1,0.0197,6,0.555,-3.995,0,0.118,99.974,4,0.44
La Niña del Volcán (Polocorp Remix),0.687,0.732,324556,0.629,1,0.443,9,0.068,-8.461,0,0.0346,107.0,4,0.542
Nervous Habits (feat. Joey Fleming) - Acoustic,0.769,0.561,183333,0.474,0,0.0,0,0.154,-5.49,1,0.0347,107.838,4,0.372
Symphony (feat. Zara Larsson) - CYA Remix,0.00947,0.512,365481,0.852,1,0.165,0,0.101,-4.674,0,0.0492,125.022,4,0.265
No Guts No Glory,0.00253,0.683,378462,0.736,0,0.903,8,0.127,-5.673,1,0.275,130.011,4,0.204
Czarny chleb i czarna kawa,0.0626,0.647,203547,0.767,1,0.0,6,0.136,-6.334,0,0.0373,100.004,4,0.729
5x3,3.78e-06,0.538,197507,0.966,0,0.132,4,0.191,-4.94,0,0.112,124.981,4,0.263
Justice - Radio Edit,0.0163,0.46,212872,0.986,0,0.811,1,0.126,-2.703,1,0.174,169.987,4,0.155
El Diablo,0.0837,0.762,273936,0.939,1,0.027,1,0.15,-7.898,0,0.081,127.979,4,0.722
Wielu z nich,0.472,0.753,238085,0.723,1,1.66e-06,7,0.0824,-6.449,0,0.347,187.992,4,0.724
Habits (Stay High) - Hippie Sabotage Remix,0.00108,0.735,258933,0.686,1,0.871,4,0.0933,-7.562,0,0.0366,121.011,4,0.0656
Strangers,0.0264,0.768,222581,0.871,1,0.743,5,0.25,-5.164,0,0.1,123.985,4,0.453
Don't Leave Me Alone (feat. Anne-Marie) - Tom Staar Remix,0.000218,0.662,231406,0.928,1,0.799,11,0.0708,-4.212,0,0.0431,125.992,4,0.213
Rozpieszczona dama,0.123,0.81,191925,0.892,0,0.0,0,0.196,-2.468,1,0.0897,138.022,4,0.9
You Make Me - Avicii By Avicii,0.0435,0.648,181973,0.936,1,0.00456,3,0.205,-4.99,0,0.0819,125.024,4,0.719
Shades Of Grey - Radio Mix,0.0328,0.795,183480,0.797,1,0.000154,9,0.125,-5.719,0,0.126,119.986,4,0.518
Goulag,0.466,0.901,173987,0.653,0,0.0,1,0.21,-6.199,1,0.308,132.979,4,0.551
Save It For The Weekend,0.000307,0.424,181608,0.83,0,0.000717,9,0.36,-5.298,1,0.028,101.596,4,0.544
